,lat,lon,city,country_code,city_lat,city_lon,city_temperature,city_humidity,city_windspeed,city_clouds,city_temp_max,date,sunrise
17800,-27.093214916388632,17.793152791558725,Keetmanshoop,NA,-26.57,18.15,68,77,6.93,76,68,1522774800,1522731477
17806,9.709986457102872,38.735355001250866,Fiche,ET,9.77,38.74,54.29,86,4.27,56,54.29,1522777617,1522725658
17824,-6.220223869497801,-79.23765994750248,Salas,PE,-6.27,-79.61,82.4,61,9.17,0,82.4,1522774800,1522754438
17846,-13.000802359948437,15.147828721696257,Longonjo,AO,-12.91,15.25,64.55,97,2.15,68,64.55,1522777617,1522731829
17847,26.496516743887838,53.315801856338766,Gerash,IR,27.67,54.14,73.4,28,3.38,0,73.4,1522774800,1522721472
17853,-30.535753995926143,-63.92878892838556,Cordoba,AR,-27.78,-67.24,59.87,87,2.26,0,59.87,1522777609,1522752012
17859,53.63225853383133,36.84000846299503,Chern,RU,53.45,36.91,30.89,93,6.4,0,30.89,1522777618,1522724388
17872,60.93713876900864,22.315049702747203,Sakyla,FI,61.03,22.33,30.2,80,3.36,0,30.2,1522776000,1522727183
17877,49.334883269579535,2.724319336758114,Pont-Sainte-Maxence,FR,49.3,2.6,51.8,81,11.41,40,51.8,1522776600,1522732891
17888,45.82789432626677,25.542660150517122,Haghig,RO,45.83,25.58,42.59,64,1.92,48,42.59,1522777610,1522727583
17903,-14.323572390723484,-42.85680169702559,Guanambi,BR,-14.22,-42.78,88.22,45,4.16,0,88.22,1522777619,1522745788
17922,42.52627336775305,19.474422385708934,Podgorica,ME,42.44,19.26,58.82,44,4.7,0,60.8,1522774800,1522729268
17946,51.17276999946958,80.52652495061037,Uglovskoye,RU,51.36,80.19,24.32,85,5.84,80,24.32,1522777620,1522714165
17949,-30.22339341568633,28.099062747195703,Quthing,LS,-30.4,27.7,56.36,94,2.15,76,56.36,1522777611,1522729292
17959,-23.38851729673155,50.130018584264064,Farafangana,MG,-22.82,47.83,75.89,100,6.29,56,75.89,1522777612,1522724253
17976,41.18692737488075,10.652808824094393,Siniscola,IT,40.57,9.69,64.4,77,3.36,20,64.4,1522776000,1522731648
17990,49.07262624920631,-8.114359392889483,Clonakilty,IE,51.62,-8.87,48.2,87,10.29,75,48.2,1522776600,1522735488
18012,-28.249551136355194,-67.2112351005902,La Rioja,AR,-29.41,-66.86,82.55,52,4.61,0,82.55,1522777612,1522751967
18020,54.8765406625285,50.51156255778014,Nurlat,RU,54.43,50.8,34.49,84,15.23,0,34.49,1522777612,1522720986
18026,57.965499114924086,34.33084899463158,Bologoye,RU,57.88,34.11,31.07,76,13.22,0,31.07,1522777612,1522724689
18030,40.01951071142125,-83.13219716005722,Hilliard,US,40.03,-83.16,52.41,100,10.29,90,53.6,1522776420,1522753932
18039,9.801682816183302,-71.96949931461458,Villa Del Rosario,VE,10.32,-72.31,77.06,79,5.95,44,77.06,1522777621,1522752286
18047,-2.948225213941072,-80.18984708798457,Playas,EC,-2.64,-80.39,84.98,68,6.62,0,84.98,1522777622,1522754539
18070,47.90353210351185,-70.38768801889849,Clermont,CA,47.69,-70.23,35.39,78,2.59,44,35.39,1522777622,1522750442
18090,-9.20173032706532,23.163375363517375,Luau,AO,-10.71,22.22,65.72,99,1.92,88,65.72,1522777623,1522730104
18124,61.65762607640252,18.672506905584186,Harnosand,SE,62.63,17.94,32.94,96,6.93,0,33.8,1522776000,1522728041
18145,49.008754858563776,-83.18544410216022,Hearst,CA,49.69,-83.67,18.2,47,4.16,0,18.2,1522777624,1522753541
18148,58.798434376665256,58.86479551103318,Medvedka,RU,61.17,46.39,38.09,99,20.6,92,38.09,1522777615,1522721405
18151,-5.300888868908714,44.51479240640322,Micheweni,TZ,-4.97,39.83,81.29,100,10.2,68,81.29,1522777615,1522725744
18167,16.10019326906422,2.651171709683439,Ouallam,NE,14.32,2.08,98.12,13,6.96,8,98.12,1522777615,1522734338
18169,38.21651080289581,9.240313149040304,Capoterra,IT,39.18,8.97,61.36,82,9.17,24,64.4,1522776000,1522731882
18172,5.199826015717463,24.36332209599675,Rafai,CF,4.95,23.92,79.67,74,4.38,24,79.67,1522777625,1522729330
18173,-31.91632922097631,-54.352279172460065,Melo,UY,-32.37,-54.17,75.71,82,4.61,56,75.71,1522777616,1522749009
18181,-8.535197800835022,-50.09909503724826,Conceicao Do Araguaia,BR,-8.26,-49.26,93.2,59,4.38,75,93.2,1522774800,1522747201
18190,44.02117915450202,-3.554996022061175,Santona,ES,43.44,-3.46,65.26,34,14.99,20,66.2,1522776600,1522734666
18192,-25.62296925673303,-48.22106994328854,Pontal Do Parana,BR,-25.67,-48.51,80.6,62,9.17,40,84.2,1522774800,1522747456
18219,41.987176592456734,64.46040255643578,Nurota,UZ,40.56,65.69,57.2,50,2.24,0,57.2,1522774800,1522718224
18221,36.935775251268836,-80.65089653597312,Pulaski,US,37.05,-80.78,59.94,76,6.93,1,66.2,1522775700,1522753488
18250,55.61430902168274,25.805670973342302,Dusetos,LT,55.75,25.85,39.71,95,6.29,88,39.71,1522777618,1522726857
18264,-26.411032376837653,31.386918192170597,Manzini,SZ,-26.5,31.37,69.8,83,3.36,80,69.8,1522774800,1522728302
18272,30.838435050071126,49.11720698789145,Ramshir,IR,30.89,49.41,78.8,45,2.24,0,78.8,1522774800,1522722501
18274,16.28051302331636,5.676780195924636,Abalak,NE,15.46,6.28,89.48,19,5.84,0,89.48,1522777619,1522733301
18277,-9.976040585367201,-71.7949072951551,Porto Walter,BR,-8.27,-72.74,90.11,59,2.59,36,90.11,1522777619,1522752836
18278,1.334200925277088,79.01173056274885,Weligama,LK,5.97,80.42,77.51,100,4.72,36,77.51,1522777619,1522715750
18279,65.24635404737737,37.74402170993869,Onega,RU,63.91,38.09,32.24,91,13.89,92,32.24,1522777619,1522723045
18281,1.751976757073578,-70.56335711509362,Mitu,CO,1.2,-70.17,79.04,97,2.04,76,79.04,1522777619,1522751995
18296,35.621267775377845,59.31301201277685,Mashhad,IR,36.3,59.61,64.4,34,9.17,0,64.4,1522774800,1522719858
18317,28.240705105513882,-12.397472670189387,Arrecife,ES,28.96,-13.55,70.83,56,16.11,20,71.6,1522776600,1522737663
18330,47.747456357216066,44.84522705460503,Malyye Derbety,RU,47.95,44.68,41.51,88,11.77,0,41.51,1522777620,1522722887
18342,-16.404214182841145,28.419657335689166,Siavonga,ZM,-16.54,28.71,79.49,64,4.05,44,79.49,1522777620,1522728686
18358,-29.595883303141107,30.409969201682102,Pietermaritzburg,ZA,-29.6,30.38,64.01,100,2.37,92,64.01,1522777620,1522728626
18394,57.87104776213283,64.41052659807889,Turinskaya Sloboda,RU,57.62,64.39,32.78,89,11.21,8,32.78,1522777620,1522717460
18406,27.612922155170253,27.91252285526518,Matay,EG,28.42,30.79,70.85,35,12.21,0,70.85,1522777620,1522727048
18432,46.80156046537007,-1.8915956349717362,Challans,FR,46.85,-1.88,54.81,66,6.93,0,55.4,1522776600,1522734108
18438,46.57734222195708,21.934766503100406,Cermei,RO,46.55,21.85,56.34,62,9.17,0,59,1522776600,1522728437
18439,27.79590779801771,-86.7637579611625,Panama City,US,30.16,-85.65,76.14,78,11.41,20,77,1522774560,1522754913
18448,-4.7755137224920645,-72.39126324686391,Saquena,PE,-4.67,-73.52,87.95,69,3.83,56,87.95,1522777621,1522752938
18465,53.59212515438031,31.08781952138783,Horki,BY,54.29,30.98,28.55,79,4.5,8,28.55,1522777621,1522725745
18496,-24.9498721158796,-54.14085736201655,Matelandia,BR,-25.24,-54,78.84,57,16.11,75,80.6,1522774800,1522748763
18520,45.813799272181,6.7806271228114525,Chamonix-Mont-Blanc,FR,45.92,6.87,48.56,58,6.93,0,60.8,1522776600,1522732062
18541,33.18447024722258,37.904179488099544,Yabrud,SY,33.97,36.66,64.4,39,11.41,0,64.4,1522774800,1522725449
18583,-13.700264304941584,20.945320292954406,Leua,AO,-11.65,20.45,67.7,93,1.92,8,67.7,1522777622,1522730551
18588,3.619453836137353,20.00555442209088,Gemena,CD,3.25,19.78,78.05,81,2.82,20,78.05,1522777622,1522730364
18606,12.467044676885735,-13.955669630574022,Gabu,GW,12.28,-14.22,99.92,24,4.61,0,99.92,1522777632,1522738301
18609,-6.20017073735454,24.142298127440924,Kabinda,CD,-6.14,24.49,68.6,97,4.38,80,68.6,1522777632,1522729453
18638,42.00145624935075,43.99221328286595,Gori,GE,41.99,44.11,37.37,75,10.98,92,37.37,1522777503,1522723332
18645,-14.745935736921695,26.63761580862713,Mumbwa,ZM,-14.99,27.06,73.82,58,10.98,36,73.82,1522777632,1522729044
18685,6.561578036022212,76.86521619393528,Manavalakurichi,IN,8.13,77.3,82.4,78,3.36,20,82.4,1522776600,1522716447
18701,49.63923735828092,-3.427814511881664,Paignton,GB,50.44,-3.56,50,81,17.22,20,50,1522776000,1522734295
18706,46.596648018737085,-82.06765334182153,Espanola,CA,46.27,-81.77,32.15,70,7.4,92,32.15,1522777415,1522753288
18709,5.222203514476433,72.47097935086427,Eydhafushi,MV,5.1,73.07,85.25,100,5.28,0,85.25,1522777633,1522717534
18718,-37.25695505640954,-64.82163709326585,Santa Rosa,AR,-36.62,-64.29,80.21,51,12.21,0,80.21,1522777625,1522751575
18719,-5.501880443218425,40.32108061596986,Chake Chake,TZ,-5.25,39.77,81.2,100,10.65,68,81.2,1522777625,1522725765
18724,-28.566596090991567,26.659615407076203,Theunissen,ZA,-28.4,26.71,59.51,95,1.03,80,59.51,1522777625,1522729473
18741,21.185713470930466,72.32702546415734,Talaja,IN,21.35,72.04,83.18,34,9.53,0,83.18,1522777634,1522717368
18761,-25.645373430094708,23.411640482700804,Werda,BW,-25.27,23.28,71.39,65,9.42,80,71.39,1522777626,1522730211
18795,38.95678619759775,69.51280169351645,Obigarm,TJ,38.72,69.71,32.78,94,1.7,44,32.78,1522777358,1522717339
18807,20.241301215310926,74.3283685248829,Chandvad,IN,20.33,74.24,76.52,35,7.07,0,76.52,1522777626,1522716868
18819,-23.77218021254319,21.908215536471204,Lehututu,BW,-23.92,21.83,72.92,38,7.18,80,72.92,1522777626,1522730523
18828,40.0216236089195,47.36379348423918,Agdam,AZ,39.99,46.93,46.82,93,2.04,92,46.82,1522777626,1522722746
18835,58.67137801112651,0.7744706612085679,Sandwick,GB,54.57,-2.89,46.4,93,10.29,92,46.4,1522774200,1522733838
18846,11.578880098575041,46.40735590116046,Berbera,SO,10.44,45.01,73.91,75,2.71,0,73.91,1522777627,1522724137
18863,32.152051216871456,68.79236093060564,Wana,PK,32.31,69.59,52.22,90,1.48,48,52.22,1522777627,1522717613
18866,57.9685102448903,64.55656977255177,Azanka,RU,58.04,64.79,35.21,93,8.63,56,35.21,1522777627,1522717325
18871,7.817114480442257,15.502116317500153,Bol,TD,13.47,14.72,85.88,21,2.59,0,85.88,1522777627,1522731328
18916,35.66607955436203,-78.99165569999822,Apex,US,35.73,-78.85,60.48,72,4.7,20,68,1522776300,1522753078
18939,-0.3438432231600359,-80.69343085342868,Bahia De Caraquez,EC,-0.6,-80.42,80.6,74,8.05,75,80.6,1522774800,1522754498
18941,32.7993657187678,12.979743981463514,Tripoli,LY,32.88,13.19,67.25,83,23.62,76,67.25,1522777628,1522731116
18949,46.78493386816058,-64.80610751305915,Shediac,CA,46.22,-64.55,41,35,13.87,75,41,1522774800,1522749164
18960,40.02466596460175,1.6830725520872676,Calvia,ES,39.57,2.51,60.8,87,8.05,75,60.8,1522776600,1522733414
18976,43.26231260601432,28.505632835729628,Kavarna,BG,43.43,28.33,44.6,87,9.17,0,44.6,1522776600,1522727046
18986,30.31655505024557,72.17666598377409,Mian Channun,PK,30.44,72.35,75.62,56,5.61,32,75.62,1522777628,1522717015
18991,14.886807383321326,17.882814984036585,Ati,TD,13.21,18.34,87.14,18,6.62,0,87.14,1522777629,1522730466
18998,65.82305890236444,42.36565307415839,Pinega,RU,64.7,43.39,36.83,97,9.42,88,36.83,1522777629,1522721663
18999,11.739191718349872,-0.7776729888276606,Garango,BF,11.8,-0.55,97.04,23,4.94,36,97.04,1522777638,1522735033
19003,-19.607042513110315,-47.6267590015088,Uberaba,BR,-19.75,-47.94,77.51,91,5.95,36,77.51,1522777629,1522747164
19016,47.91106568520411,23.261614723977615,Gherta Mica,RO,47.93,23.23,53.6,66,6.93,56,53.6,1522776600,1522728029
19020,54.42381799811244,30.131848434536522,Orsha,BY,54.51,30.43,33.32,82,8.75,20,33.32,1522777630,1522725860
19023,17.23176447959537,-24.641314259939563,Pombas,CV,17.15,-25.02,69.32,100,14.67,88,69.32,1522777639,1522740764
19053,40.27881157162648,34.85090363228939,Alaca,TR,40.17,34.84,35.57,76,2.71,0,35.57,1522777630,1522725637
19056,38.167234033296864,-85.32617457794204,Shelbyville,US,39.41,-88.79,60.33,100,9.17,90,64.4,1522774500,1522755309
19059,26.25717539572298,68.87732815976258,Khadro,PK,26.15,68.72,87.8,35,4.7,0,87.8,1522774800,1522718023
19091,43.54892716358523,16.84596235471632,Omis,HR,43.44,16.69,59,54,10.29,0,59,1522776600,1522729836
19094,42.24449392689175,-86.95161547784613,Benton Harbor,US,42.12,-86.45,39.69,93,13.87,90,41,1522775940,1522754624
19106,52.88180486387682,6.79411427284569,Emmen,NL,52.79,6.89,59.9,51,11.41,92,60.8,1522776300,1522731630
19158,-29.864385095182314,30.78928801347267,Durban,ZA,-29.86,31.03,74.9,100,10.42,88,74.9,1522777488,1522728477
19165,-25.43960733347481,33.320741598939804,Macia,MZ,-25.03,33.09,77.42,72,8.41,20,77.42,1522777632,1522727849
19171,57.4918476486269,68.90326660093012,Vagay,RU,57.94,69.02,25.76,81,10.09,88,25.76,1522777632,1522716321
19189,-30.74266292233142,-58.99196991726308,Concordia,AR,-31.4,-58.02,77,69,5.61,75,77,1522774800,1522749904
19196,50.00358158510193,-4.530628867158782,Saint Austell,GB,50.34,-4.77,50.34,87,18.34,40,51.8,1522776000,1522734591
19204,11.709655716585871,-11.404788483775476,Tougue,GN,11.45,-11.68,94.61,22,4.83,100,94.61,1522777632,1522737712
19211,-36.53277125568701,-61.446110892542755,Olavarria,AR,-36.89,-60.32,76.34,60,7.52,0,76.34,1522777589,1522750631
19214,6.807557180501874,-64.2252437391731,Ciudad Bolivar,VE,8.12,-63.55,96.68,40,12.66,12,96.68,1522777588,1522750239
19221,57.550294425650776,74.66972005513088,Tara,RU,56.9,74.37,6.59,57,2.59,20,6.59,1522777633,1522715134
19223,52.03452855034067,37.827442329114945,Volovo,RU,53.55,38.01,31.88,97,7.4,0,31.88,1522777642,1522724117
19238,-8.244797638903066,-38.872558995129225,Salgueiro,BR,-8.07,-39.12,86.33,59,5.73,56,86.33,1522777633,1522744763
19281,28.637886946191088,49.58663678208205,Bushehr,IR,28.97,50.84,73.4,56,7.07,0,73.4,1522774800,1522722222
19320,-19.45591451708924,-66.70314948678794,Challapata,BO,-18.9,-66.78,53.84,30,7.18,0,53.84,1522777643,1522751665
19328,13.023956695448135,16.114961950884066,Massakory,TD,13.0,15.73,87.14,52,2.93,0,87.14,1522777643,1522731097
19336,45.20120130855642,0.8942207886624374,Perigueux,FR,45.18,0.72,59.94,82,2.24,64,60.8,1522776600,1522733576
19388,8.412522076006951,-63.98227808529313,San Jose De Guanipa,VE,8.89,-64.17,95.33,37,12.66,24,95.33,1522777635,1522750369
19401,7.315964612799064,10.05886924573737,Wukari,NG,7.87,9.78,92.72,40,7.18,8,92.72,1522777635,1522732652
19483,9.01827184699792,-79.60407310029599,Paraiso,PA,8.66,-82.59,91.4,43,8.05,20,91.4,1522774800,1522754794
19496,47.962532486679606,27.339866326376637,Ripiceni,RO,47.95,27.13,53.6,50,10.29,0,53.6,1522776600,1522727093
19498,-24.53449487197716,30.66853213450665,Lydenburg,ZA,-25.1,30.46,64.37,84,1.92,36,64.37,1522777636,1522728483
19506,-27.80450323559262,26.502090744429424,Wesselsbron,ZA,-27.85,26.36,64.91,91,3.15,92,64.91,1522777636,1522729542
19509,-18.313330399418135,28.22996778972754,Sinazongwe,ZM,-17.26,27.46,75.89,79,4.5,0,75.89,1522777645,1522729003
19518,43.38975680550885,48.91825642198992,Izberbash,RU,42.57,47.86,53.6,62,15.66,92,53.6,1522774800,1522722406
19558,53.819706812902496,66.12667894708463,Polovinnoye,RU,54.79,65.99,24.05,82,9.19,0,24.05,1522777636,1522717318
19561,9.7060014847454,82.77836211997516,Trincomalee,LK,8.58,81.23,75.35,89,4.94,0,75.35,1522777645,1522715493
19588,50.724173497978285,-68.41782552303832,Baie-Comeau,CA,49.22,-68.15,30.02,69,9.17,90,32,1522775580,1522749851
19606,24.99215697337948,78.42073282949775,Talbahat,IN,25.05,78.43,68.96,67,3.71,0,68.96,1522777646,1522715728
19612,59.720783759638294,51.154512631681484,Dubrovka,RU,59.85,30.93,33.8,59,8.95,20,33.8,1522774800,1522725254
19641,30.82205933904072,74.04943317725795,Kanganpur,PK,30.77,74.12,74.45,72,6.4,0,74.45,1522777638,1522716579
19670,51.939884911012484,9.726774562107863,Alfeld,DE,49.43,11.54,64.36,34,12.75,0,66.2,1522776000,1522730740
19707,49.62337961838898,6.502089548253608,Mertert,LU,49.7,6.48,54.34,66,6.93,0,59,1522776000,1522731936
19724,12.564992024968035,-19.60094494647555,Gunjur,GM,13.18,-16.76,78.8,57,12.75,0,78.8,1522774800,1522738887
19735,-19.648073366396034,-51.84402895531999,Cassilandia,BR,-19.11,-51.73,80.57,100,4.61,24,80.57,1522777639,1522748058
19748,-15.747954716142317,-47.98465203612126,Brasilia,BR,-10.9,-37.55,86,66,11.41,40,86,1522774800,1522744453
19751,66.86921968728919,18.053937817387208,Beisfjord,NO,68.38,17.6,32,92,1.92,0,32,1522774200,1522727196
19766,58.73623610038686,57.3976453445857,Nagornskiy,RU,58.77,57.55,32.87,84,15.01,12,32.87,1522777648,1522718988
19771,52.5186959132231,58.36920083461587,Baymak,RU,52.6,58.31,27.83,97,8.63,56,27.83,1522777640,1522719322
19794,-4.392126924168167,19.9056854337083,Mangai,CD,-4.07,19.59,72.29,98,1.92,92,72.29,1522777640,1522730580
19847,8.124164476804651,-5.60028007660631,Botro,CI,7.85,-5.31,88.67,61,5.17,56,88.67,1522777649,1522736273
19850,51.189474570676026,32.57191630346581,Borzna,UA,51.25,32.43,31.52,76,4.16,0,31.52,1522777641,1522725617
19857,0.8947541647052333,-54.74864845052715,Alenquer,BR,-1.95,-54.74,77.15,96,3.38,88,77.15,1522777641,1522748367
19860,-23.61170826128344,22.352328121184016,Kang,BW,-23.67,22.79,75.08,40,8.63,92,75.08,1522777650,1522730286
19870,54.607831017672794,17.946289992628166,Lebork,PL,54.54,17.75,50,81,6.93,75,50,1522776600,1522728895
19899,53.272056640760184,84.6823628145633,Nalobikha,RU,53.2,84.6,18.29,80,10.98,0,18.29,1522777650,1522712980
19919,7.028779693069737,-10.677645646141812,Tubmanburg,LR,6.87,-10.82,83.54,67,9.64,44,83.54,1522777651,1522737619
19928,23.656432609582453,-80.87841416832741,Varadero,CU,23.15,-81.25,86,48,6.93,75,86,1522774260,1522754081
19940,-13.63722322205453,-58.30046410234537,Nova Olimpia,BR,-14.8,-57.29,84.17,81,4.38,80,84.17,1522777643,1522749285
20007,22.721603576869285,85.56632788449664,Chakradharpur,IN,22.67,85.62,71.3,78,2.93,0,71.3,1522777643,1522714073
20035,47.31920334623538,39.50682281770773,Krym,RU,47.3,39.51,42.41,89,7.96,92,42.41,1522777643,1522724163
20037,58.26930446978574,15.122260024300004,Mjolby,SE,58.33,15.12,38.05,59,8.05,80,39.2,1522776000,1522729195
20066,31.95734706725375,48.059112039859826,Shush,IR,32.19,48.24,64.91,47,2.71,0,64.91,1522777598,1522722736
20069,24.901971326145883,73.8882099230809,Nathdwara,IN,24.93,73.82,74.09,31,7.4,0,74.09,1522777652,1522716837
20078,6.1080074802714535,4.7095816350062165,Okitipupa,NG,6.5,4.78,83.09,75,3.94,12,83.09,1522777653,1522733885
20086,44.360116992473564,39.51473127977121,Khadyzhensk,RU,44.42,39.54,42.05,68,3.71,8,42.05,1522777653,1522724310
20098,8.950432683610813,-62.96802468762295,Ciudad Guayana,VE,8.32,-62.69,91.01,55,6.73,12,91.01,1522777645,1522750028
20105,7.52847369342237,-74.28574147038108,Cantagallo,CO,7.38,-73.91,73.1,100,2.71,92,73.1,1522777645,1522752743
20135,42.82188889526151,-83.68626400255944,Fenton,US,42.8,-83.7,40.6,100,8.05,90,42.8,1522776000,1522753932
20138,-1.0880951983745604,33.81847919350179,Musoma,TZ,-1.5,33.81,73.4,83,9.17,40,73.4,1522774800,1522727109
20147,59.02226324681763,9.599403893780789,Herre,NO,59.1,9.57,31.68,64,4.7,75,33.8,1522776000,1522730447
20150,12.655093517043355,-4.851158584193385,Kimparana,ML,12.83,-4.92,100.55,17,4.61,32,100.55,1522777646,1522736056
20170,62.47599498588477,16.500162714343077,Sundsvall,SE,62.39,17.31,32,76,6.93,0,32,1522776000,1522728222
20194,54.519044291538535,50.99618493098089,Chelno-Vershiny,RU,54.42,51.08,34.49,84,15.23,0,34.49,1522777646,1522720919
20203,60.861276566213434,8.449223591801186,Hemsedal,NO,60.86,8.55,19.37,79,4.72,92,19.37,1522777646,1522730503
20226,-29.80860024338375,-50.32585227765357,Osorio,BR,-29.89,-50.27,72.47,95,5.39,100,72.47,1522777646,1522747998
20244,56.30836677002344,54.661986799163486,Yanaul,RU,56.27,54.93,31.88,89,13,0,31.88,1522777646,1522719846
20247,40.552353804172185,75.47647632376066,At-Bashi,KG,41.17,75.81,17.21,64,1.48,20,17.21,1522777647,1522715771
20265,29.058140970356618,-88.85816793780845,Long Beach,US,30.35,-89.15,78.82,78,17.22,75,80.6,1522774560,1522755746
20272,45.14008532826233,8.557941876991606,Casale Monferrato,IT,45.14,8.45,48.16,87,8.05,75,51.8,1522776000,1522731725
20297,-7.24024394592405,37.399416011929006,Kisanga,TZ,-5.57,32.88,73.4,83,6.96,20,73.4,1522774800,1522727426
20374,38.357285204304844,47.85123945040047,Ardabil,IR,38.25,48.3,39.2,100,21.92,90,39.2,1522774800,1522722492
20381,12.232388960491619,-7.355253411612651,Koulikoro,ML,12.86,-7.56,102.2,11,6.93,24,102.2,1522776600,1522736688
20393,-8.265863604898215,-35.90113081784152,Caruaru,BR,-8.28,-35.97,78.59,80,8.19,56,78.59,1522777648,1522744012
20395,0.2026182479241072,39.552585737669176,Garissa,KE,-0.46,39.64,82.46,66,9.42,48,82.46,1522777648,1522725685
20413,38.5744816900488,36.227685144241235,Goksun,TR,38.02,36.5,60.8,21,13.87,0,60.8,1522774200,1522725330
20436,7.613573692336104,35.28894336658395,Gore,ET,8.15,35.53,62.12,93,1.92,56,62.12,1522777364,1522726468
20440,58.96741740898196,30.326537427467642,Batetskiy,RU,58.65,30.3,32.15,69,8.3,8,32.15,1522777649,1522725527
20441,8.231379317788509,-6.771047868805908,Seguela,CI,7.96,-6.67,87.68,72,6.17,12,87.68,1522777649,1522736597
20450,41.926365324302765,-73.12446680192473,Torrington,US,42.06,-104.18,31.23,58,13.87,1,32,1522774380,1522758877
20502,-13.943803180461202,38.96400941450571,Montepuez,MZ,-13.13,39,76.79,75,7.18,80,76.79,1522777649,1522726134
20515,44.79178411821803,86.0940458690491,Shihezi,CN,44.3,86.03,37.64,47,14,12,37.64,1522777649,1522713172
20551,-4.139768142188785,35.22506016948374,Dongobesh,TZ,-4.07,35.37,65.45,68,6.62,56,65.45,1522777649,1522726794
