,lat,lon,city,country_code,city_lat,city_lon,city_temperature,city_humidity,city_windspeed,city_clouds,city_temp_max,date,sunrise
2365,10.018603675340472,-68.73439538354326,Chivacoa,VE,10.16,-68.9,86,51,6.93,75,86,1522774800,1522751472
2366,66.07709259013006,33.17916048812093,Loukhi,RU,66.08,33.04,30.53,88,8.19,88,30.53,1522777271,1522723925
2367,47.57578685342497,51.35886584027463,Atyrau,KZ,47.1,51.92,59,33,17.9,0,59,1522774800,1522721200
2390,31.58186654210465,59.09443501456025,Birjand,IR,32.86,59.22,64.4,10,6.93,0,64.4,1522774800,1522720080
2391,-20.754394995821457,-44.780324497603104,Oliveira,BR,-20.7,-44.83,76.34,82,5.95,20,76.34,1522777272,1522746442
2424,7.866665472507805,-65.70008111618343,Zaraza,VE,9.35,-65.33,95.6,42,8.19,20,95.6,1522777264,1522750636
2434,-34.1798825899327,-77.31591303428887,Talcahuano,CL,-36.72,-73.12,59,82,3.36,90,59,1522774800,1522753699
2435,64.72625333247916,30.964780197193022,Kostomuksha,RU,64.59,30.6,27.74,83,10.2,88,27.74,1522777264,1522724742
2447,44.73605461964917,-66.64175992773144,Saint Andrews,CA,45.08,-67.06,41.69,64,10.76,32,41.69,1522777264,1522749828
2449,-31.75193155896565,-66.52511891836049,San Luis,AR,-33.3,-66.34,85.52,40,7.07,0,85.52,1522777264,1522751960
2453,3.177505267183733,0.9434378536709573,Tema,GH,5.66,-0.01,84.2,83,19.46,75,84.2,1522774800,1522735055
2459,62.40397209426703,29.46216184775072,Joensuu,FI,62.6,29.76,26.6,86,10.29,90,26.6,1522776000,1522725215
2473,-8.563349145409518,16.0252746733958,Camabatela,AO,-8.19,15.37,69.77,74,3.94,8,69.77,1522777274,1522731689
2487,61.126277387005814,24.871825128458,Janakkala,FI,60.93,24.67,25.67,62,5.61,0,25.67,1522777274,1522726635
2491,56.71604011994987,32.947388564028415,Peno,RU,56.92,32.74,28.55,72,10.09,8,28.55,1522777266,1522725106
2503,58.89286156331681,18.621448370254427,Boo,SE,59.33,18.28,37.4,34,8.05,0,37.4,1522776000,1522728339
2506,-25.864501131391393,25.814234956012754,Mmabatho,ZA,-25.85,25.61,69.8,73,8.05,20,69.8,1522774800,1522729667
2507,62.49512763697342,89.91539712824704,Teya,RU,60.37,92.63,10.91,63,7.52,68,10.91,1522777266,1522710422
2510,54.0361859510229,-5.973000282031137,Newry,GB,54.18,-6.34,44.6,100,9.17,20,44.6,1522776000,1522734696
2527,18.29733517216897,-82.03231463294065,George Town,KY,19.29,-81.37,86,66,10.29,20,86,1522774800,1522754222
2534,-27.99318166437061,-47.998410537436804,Florianopolis,BR,-27.6,-48.55,78.8,74,17.22,40,78.8,1522774800,1522747519
2547,52.0596439030962,24.526099319506443,Kobryn,BY,52.21,24.36,49.07,84,8.86,64,49.07,1522777276,1522727485
2550,28.823139384130627,8.161264477741653,Nalut,LY,31.86,10.98,82.19,20,10.76,48,82.19,1522777276,1522731683
2551,-17.843846301181514,-31.38176328122551,Belmonte,BR,-26.84,-53.58,79.49,74,4.94,0,79.49,1522777268,1522748706
2554,16.960732349255522,-68.53031660872769,La Romana,DO,18.43,-68.97,83.91,51,9.17,40,86,1522774800,1522751272
2555,-20.39790758444917,47.05501174949097,Ambositra,MG,-20.53,47.24,63.11,99,2.93,92,63.11,1522777268,1522724336
2561,-0.1478425226257798,-6.592067324133495,Tabou,CI,4.42,-7.36,81.92,100,11.43,36,81.92,1522777277,1522736848
2565,8.096737052724706,42.818013284363786,Jijiga,ET,9.35,42.8,61.13,78,2.82,8,61.13,1522777269,1522724694
2588,45.253366120785415,-89.97694643814937,Merrill,US,42.03,-121.6,39.2,44,3.6,1,39.2,1522774380,1522763055
2591,-5.096833389035822,-86.24876494729469,Talara,PE,-4.58,-81.27,84.2,58,8.05,0,84.2,1522774800,1522754796
2594,59.10383604747017,26.441319906008246,Pajusti,EE,59.28,26.41,30.17,66,8.08,20,30.17,1522777269,1522726396
2596,-48.51199191787714,-41.55819794894233,Rocha,UY,-34.48,-54.34,70.94,82,6.73,80,70.94,1522777278,1522749115
2598,53.39606538798603,81.12557674007354,Bayevo,RU,53.27,80.77,17.75,74,8.19,0,17.75,1522777270,1522713893
2605,-4.116093672710264,38.53636112940865,Ndungu,TZ,-4.38,38.06,69.68,82,3.15,76,69.68,1522777279,1522726155
2617,-17.403955813292924,-46.47536527240088,Paracatu,BR,-17.22,-46.87,84.8,71,5.06,32,84.8,1522777279,1522746844
2632,-18.79617584405895,22.293782381732527,Shakawe,BW,-18.36,21.84,79.94,31,7.4,56,79.94,1522777271,1522730379
2646,-23.107577580410066,-53.79888399075092,Navirai,BR,-23.07,-54.19,84.26,73,6.85,0,84.26,1522777271,1522748750
2651,14.677526477347413,64.24523064045604,Mangrol,IN,25.33,76.51,72.29,42,1.92,12,72.29,1522777271,1522716180
2660,-4.5492892139936885,32.72206476120019,Bukene,TZ,-4.23,32.89,66.44,93,3.83,80,66.44,1522777271,1522727393
2674,5.716498468166947,51.61521582348348,Eyl,SO,7.98,49.82,80.12,99,10.98,92,80.12,1522777271,1522723044
2677,17.388154519210275,8.622949444189842,Agadez,NE,16.97,7.99,96.8,4,16.11,0,96.8,1522774800,1522732851
2679,-6.098033437111383,-55.60704014155247,Itaituba,BR,-4.26,-55.99,84.2,74,3.49,40,84.2,1522774800,1522748722
2684,45.12745353694348,11.121794158345352,Cerea,IT,45.19,11.21,59.94,62,5.82,40,60.8,1522774500,1522731061
2685,19.187615714412146,-83.6025163615348,West Bay,KY,19.37,-81.42,86,66,10.29,20,86,1522774800,1522754232
2686,-10.682001230793105,50.76441461485726,Ambilobe,MG,-13.19,49.05,77.51,72,8.63,12,77.51,1522777281,1522723723
2694,-42.24644396543533,-66.38438262967799,Puerto Madryn,AR,-42.77,-65.04,73.28,56,6.73,8,73.28,1522777273,1522751980
2701,1.4917275969318666,-82.56657842436093,Muisne,EC,0.61,-80.02,81.11,91,6.17,20,81.11,1522777273,1522754373
2703,49.37071684677642,-76.24293475293167,Senneterre,CA,48.39,-77.24,19.4,67,5.82,40,19.4,1522774800,1522752081
2722,-30.63416070932263,24.220934210807812,De Aar,ZA,-30.65,24.01,60.41,90,4.27,68,60.41,1522777274,1522730185
2733,17.229817461738293,-1.6233780684819976,Tombouctou,ML,16.77,-3.01,99.38,12,2.82,0,99.38,1522777274,1522735495
2738,9.17059106347952,-82.38135920737818,Almirante,PA,9.29,-82.39,77.24,70,2.59,56,77.24,1522777274,1522754730
2745,46.46072110781299,10.209766326652854,Tirano,IT,46.22,10.17,30.94,86,8.05,75,33.8,1522774500,1522731255
2758,7.497412408171101,42.31870187113006,Ginir,ET,7.14,40.71,60.59,91,3.6,92,60.59,1522777275,1522725250
2759,6.307042536217665,47.17220446197845,Hobyo,SO,5.35,48.53,82.64,81,11.21,92,82.64,1522777283,1522723416
2760,58.698402562644475,7.213897840304455,Tonstad,NO,58.66,6.71,41,88,20.8,75,41,1522776000,1522731177
2773,-22.517881148655505,16.444636964299235,Otjimbingwe,NA,-22.35,16.13,72.47,59,3.04,92,72.47,1522777275,1522731850
2789,-20.00609805148926,-60.66543256571637,Mayor Pablo Lagerenza,PY,-19.93,-60.77,88.58,65,4.94,12,88.58,1522777276,1522750248
2797,15.112809201488773,4.467386648761035,Tahoua,NE,14.89,5.26,102.2,5,9.17,0,102.2,1522774800,1522733561
2798,30.00459534582012,87.7131189164524,Mangan,IN,27.5,88.54,27.92,77,1.59,8,27.92,1522777285,1522713228
2799,17.267906702725753,72.85440753821271,Guhagar,IN,17.48,73.19,78.59,96,10.09,0,78.59,1522777276,1522717198
2803,68.78029038807841,-51.65622580869312,Qasigiannguit,GL,68.82,-51.19,15.8,78,1.12,20,15.8,1522774200,1522743565
2821,20.516010019180754,87.78020980366313,Chandbali,IN,20.77,86.74,79.67,100,7.4,8,79.67,1522777277,1522713858
2831,57.88401284999617,9.580811968294427,Hirtshals,DK,57.59,9.96,39.8,93,14.56,80,39.8,1522777286,1522730502
2832,57.23822042824406,67.60100661978285,Yurginskoye,RU,56.82,67.39,31.79,90,7.96,36,31.79,1522777278,1522716814
2838,-7.3604471485812155,-41.970936961224304,Oeiras,BR,-7.01,-42.13,91.1,60,5.39,0,91.1,1522777278,1522745461
2843,39.639915104593484,-67.21894102068191,Nantucket,US,41.28,-70.1,43.5,65,17.22,40,44.6,1522775700,1522750744
2845,17.97464071908712,73.91461817686735,Wai,IN,17.95,73.89,67.07,89,2.59,0,67.07,1522777278,1522717017
2883,59.02666419199318,43.158800122407825,Chukhloma,RU,58.76,42.68,32.42,95,13.44,48,32.42,1522777278,1522722552
2888,77.98086456209506,24.53718249588779,Havoysund,NO,71.0,24.66,31.21,92,21.92,75,32,1522776000,1522724902
2890,35.05791761339131,81.06754972135124,Leh,IN,34.16,77.58,13.61,90,1.48,92,13.61,1522777279,1522715631
2902,50.71971836746272,-53.71347515025882,Hare Bay,CA,48.86,-53.99,32,84,14.99,75,32,1522774800,1522746480
2906,20.835332140462384,81.58069524035349,Dhamtari,IN,20.71,81.55,74.72,56,3.71,0,74.72,1522777288,1522715105
2907,-28.68498126254903,-55.00596003862737,Sao Luiz Gonzaga,BR,-28.41,-54.96,81.29,73,4.83,48,81.29,1522777280,1522749081
2909,-17.86933562165902,-68.50186180030622,Patacamaya,BO,-17.23,-67.92,59.42,73,4.72,8,59.42,1522777280,1522751897
2919,1.2452941496617598,88.69782802662581,Banda Aceh,ID,5.56,95.32,75.89,100,2.48,20,75.89,1522777205,1522712185
2921,24.594508014113103,-79.92873462860597,Key Largo,US,25.09,-80.45,81.57,57,11.41,1,82.4,1522774560,1522753831
2922,52.171162911193164,37.39382017201122,Dolgoye,RU,52.06,37.53,33.14,96,6.73,56,33.14,1522777289,1522724340
2925,66.61753685852639,77.69261074452177,Urengoy,RU,65.96,78.37,-9.26,68,4.72,32,-9.26,1522777281,1522713094
2929,38.58208686546138,51.88555990440565,Chalus,IR,36.66,51.42,55.4,87,4.7,90,55.4,1522774800,1522721808
2930,41.47459159588897,7.871715839252076,Porto Torres,IT,40.84,8.4,62.6,82,8.05,0,62.6,1522774200,1522731946
2932,12.998011503021786,35.58542877844684,Doka,SD,13.52,35.76,80.84,28,7.52,0,80.84,1522777282,1522726279
2935,2.894476418408857,-3.8617058202085133,Jacqueville,CI,5.21,-4.42,86,74,11.41,20,86,1522774800,1522736124
2940,-16.8431709602512,-83.97493819691427,Pisco,PE,-13.71,-76.2,77,61,9.17,0,77,1522774800,1522753797
2941,-8.529084852292158,-26.596361029730225,Olinda,BR,-22.82,-43.41,90.01,52,11.41,20,91.4,1522774800,1522746156
2945,46.73388949356928,26.247406017169368,Tarcau,RO,46.87,26.13,46.01,62,3.94,88,46.01,1522777283,1522727394
2947,15.426274588539115,27.947297603456008,Umm Kaddadah,SD,13.6,26.69,74.09,11,8.08,0,74.09,1522777292,1522728453
2951,29.25198283180589,-89.30597128283725,Chalmette,US,29.94,-89.96,79.97,78,16.11,75,82.4,1522775700,1522755954
2962,33.833614519959866,66.91348189191166,Panjab,AF,34.38,67.02,32.69,100,2.15,56,32.69,1522777284,1522718155
2968,26.188012448207843,69.70132435569334,Khipro,PK,25.83,69.38,80.39,32,8.75,0,80.39,1522777284,1522717875
2971,-23.840648696559185,-51.67188697903128,Jandaia Do Sul,BR,-23.6,-51.64,79.76,83,7.4,0,79.76,1522777284,1522748152
2980,3.2465462575094364,75.87910463812275,Muli,MV,2.92,73.57,85.43,100,2.37,36,85.43,1522777284,1522717465
3000,35.32081974642628,-77.51610033144286,Kinston,US,35.26,-77.58,70.65,77,4.7,40,75.2,1522776000,1522752792
3005,28.635191602941774,18.625241858884337,Waddan,LY,29.16,16.14,72.47,20,7.96,24,72.47,1522777285,1522730537
3011,2.8805032072508823,5.920553748138303,Abonnema,NG,4.71,6.79,82.4,78,5.82,40,82.4,1522774800,1522733446
3017,27.92416236494398,-0.9250300254864356,Adrar,DZ,27.87,-0.29,93.2,15,14.99,40,93.2,1522774800,1522734519
3018,-2.044922175093575,-77.37206841752199,Palora,EC,-1.7,-77.97,73.37,74,4.16,24,73.37,1522777285,1522753936
3024,63.99005926067099,58.92669688128254,Vuktyl,RU,63.86,57.31,36.29,84,10.2,92,36.29,1522777285,1522718452
3027,39.45420550002822,35.21190242563648,Sorgun,TR,39.81,35.19,35.03,71,3.94,0,35.03,1522777285,1522725569
3033,41.92162392299329,-78.36062963972282,Olean,US,42.08,-78.43,39.29,100,8.05,90,42.8,1522775700,1522752704
3055,67.90840096860734,33.72611276244291,Kirovsk,RU,67.62,33.66,26.57,97,2.26,80,26.57,1522777286,1522723504
3065,38.083395299424126,-77.31535213554028,Fredericksburg,US,38.3,-77.46,50.32,81,4.7,90,51.8,1522775700,1522752641
3085,57.79855683402843,81.79500274681178,Bakchar,RU,57.02,82.07,11.54,71,5.73,0,11.54,1522777286,1522713280
3092,4.822617002942167,18.333804997148604,Boali,CF,4.81,18.11,87.8,66,3.36,0,87.8,1522774800,1522730728
3096,54.82846803468502,60.16739399314338,Miass,RU,55.07,60.11,31.07,89,7.4,36,31.07,1522777287,1522718705
3097,-8.391003649188178,34.511548416975984,Rujewa,TZ,-8.7,34.38,66.62,78,6.62,68,66.62,1522777287,1522727139
3101,-6.4537675498426665,33.09286103618868,Sikonge,TZ,-5.63,32.75,73.4,83,6.96,20,73.4,1522774800,1522727459
3104,-7.453056808540225,10.109401635763533,Soyo,AO,-6.13,12.37,79.31,90,2.82,76,79.31,1522777296,1522732361
3109,48.305407525529546,10.984257274610812,Kissing,DE,48.3,10.98,62.62,59,1.12,0,64.4,1522776000,1522730943
3114,59.37722341232654,-51.57592142521959,Paamiut,GL,61.99,-49.67,33.32,94,6.06,44,33.32,1522777296,1522744311
3128,1.4877313720565155,-4.60872303338931,Grand-Lahou,CI,5.24,-5,85.43,63,9.53,0,85.43,1522777297,1522736262
3136,52.852742902618076,8.260214341124723,Vechta,DE,52.73,8.29,60.8,55,9.17,0,60.8,1522776000,1522731299
3143,41.32795941368158,70.2481496298467,Angren,UZ,41.01,70.08,41.87,91,2.59,0,41.87,1522777062,1522717152
3144,24.40164272830353,68.8541016532026,Kadhan,PK,24.48,68.99,83.09,42,11.65,0,83.09,1522777297,1522718009
3149,-28.71938475190123,-61.80077340352163,Reconquista,AR,-29.14,-59.64,80.6,65,2.24,40,80.6,1522775520,1522750226
3175,50.889014824341075,-81.45091321190512,Moose Factory,CA,51.26,-80.61,8.6,50,17.22,40,8.6,1522775220,1522752704
3178,42.89526583749418,-21.02683224805385,Vila Franca Do Campo,PT,37.72,-25.43,60.8,67,20.8,20,60.8,1522774800,1522740191
3181,-12.132454323501094,46.973347436902,Dzaoudzi,YT,-12.79,45.27,84.2,74,6.93,32,84.2,1522774800,1522724621
3187,21.79756522535598,73.359006541231,Sinor,IN,21.91,73.34,76.34,52,5.95,0,76.34,1522777298,1522717040
3191,35.127609272139296,-1.9633052905694512,Nador,MA,35.17,-2.93,68.23,59,10.29,0,69.8,1522776600,1522734897
3199,3.206496637989545,18.01943668961367,Mbaiki,CF,3.87,17.99,74.09,84,1.81,24,74.09,1522777290,1522730779
3203,-5.739535819761471,-69.01970160866259,Jutai,BR,-1.71,-47.89,84.98,77,3.6,36,84.98,1522777290,1522746718
3210,48.918998392982814,40.22642197067648,Malchevskaya,RU,49.06,40.36,34.13,97,9.86,80,34.13,1522777299,1522723857
3211,-1.3182918023529169,-61.136214555552115,Barcelos,BR,-0.97,-62.93,85.43,76,4.27,76,85.43,1522777117,1522750310
3213,58.5984346005898,60.39575083478712,Krasnouralsk,RU,58.36,60.04,34.85,80,6.96,12,34.85,1522777291,1522718433
3217,1.8965299750483666,19.742320962583022,Binga,CD,0.52,29.32,66.62,100,3.04,92,66.62,1522777291,1522728139
3218,30.63045137585982,12.01380571831956,Mizdah,LY,31.45,12.98,73.55,25,11.1,32,73.55,1522777300,1522731217
3225,-39.62695957538284,-59.299148057065096,Necochea,AR,-38.55,-58.74,75.98,67,7.63,0,75.98,1522777291,1522750309
3228,-10.053099374075032,-44.72336363846045,Corrente,BR,-17.45,-44.68,88.67,48,4.27,0,88.67,1522777300,1522746324
3235,53.26913782535158,16.23308444943062,Walcz,PL,53.28,16.47,50.87,92,6.17,92,50.87,1522777292,1522729299
3255,-12.282402619882845,41.07689028153979,Pemba,MZ,-12.97,40.52,82.4,83,5.82,75,82.4,1522774800,1522725765
3264,7.7403391859267,77.65699089575412,Kanniyakumari,IN,8.08,77.57,84.17,100,11.88,0,84.17,1522777301,1522716384
3270,20.52277583903117,84.73127740089092,Athmallik,IN,20.72,84.53,69.14,86,4.38,0,69.14,1522777293,1522714390
3272,-13.42480656944997,-60.52680857468976,Vilhena,BR,-12.74,-60.15,80.6,74,5.82,75,80.6,1522774800,1522749922
3276,30.2854192997641,-17.302539969956513,Santa Cruz De La Palma,ES,28.68,-17.76,68,68,12.75,20,68,1522776600,1522738682
3277,54.043480283601184,4.799854554834965,Harlingen,NL,53.18,5.41,52.86,76,8.05,90,57.2,1522776540,1522731956
3281,61.02889781904193,44.51280701526974,Loyga,RU,61.08,44.61,36.74,97,19.93,92,36.74,1522777294,1522721843
3285,51.14568409045708,-1.3095171468200135,Winchester,GB,51.06,-1.31,51.57,81,12.75,75,53.6,1522776000,1522733715
3291,5.961199571791269,-43.68532915196295,Salinopolis,BR,-0.61,-47.36,81.74,100,5.39,92,81.74,1522777294,1522746565
3297,51.13043325637588,13.001875965209294,Waldheim,DE,51.08,13.02,63.73,39,3.36,0,66.2,1522776000,1522730280
3303,62.589969010985385,51.114345803784886,Zheleznodorozhnyy,RU,55.75,38,37.4,59,6.71,75,37.4,1522774800,1522723947
3305,-14.31019667240841,63.56122436681801,Grand Gaube,MU,-20.01,57.66,82.4,78,10.29,90,82.4,1522774800,1522721822
3312,51.27122714315141,68.20226687485061,Atbasar,KZ,51.81,68.36,18.38,61,8.41,0,18.38,1522777305,1522716970
3322,46.610745951864146,39.01810118516198,Starominskaya,RU,46.54,39.06,43.67,78,11.32,48,43.67,1522777297,1522724314
3328,-21.47331559896918,-42.245480724146546,Miracema,BR,-21.41,-42.2,92.99,47,5.95,24,92.99,1522777306,1522745829
3329,47.80272372391374,66.6306877104424,Zhezkazgan,KZ,47.8,67.71,30.98,71,17.36,0,30.98,1522777306,1522717376
3346,39.59302868762475,41.18657269678772,Erzurum,TR,39.91,41.27,30.2,100,12.75,75,30.2,1522774200,1522724107
3356,49.78512420980189,-66.291205848965,Sept-Iles,CA,50.2,-66.38,28.4,68,12.75,90,28.4,1522774800,1522749365
3357,10.996629084715977,-85.79132117871129,La Cruz,CR,11.07,-85.63,88.83,62,11.41,20,93.2,1522774800,1522755463
3361,59.0283797658804,46.26344111995746,Pavino,RU,55.02,82.61,15.8,72,6.71,40,15.8,1522774800,1522713319
3373,40.23444523776766,56.70429034914048,Gazanjyk,TM,39.24,55.52,49.7,87,3.6,0,49.7,1522777298,1522720720
3379,16.868679730222425,81.98510951596404,Ramachandrapuram,IN,16.83,82.03,79.94,81,9.42,0,79.94,1522777298,1522715094
3380,45.54667727435742,-66.74801444861575,Oromocto,CA,45.85,-66.47,43.7,41,13.87,90,44.6,1522774800,1522749645
3406,28.623828087208096,82.35957152238413,Tulsipur,NP,28.13,82.29,59.15,84,3.6,8,59.15,1522777299,1522714707
3413,13.996662331605876,20.755298412374245,Abeche,TD,13.83,20.83,79.58,22,5.73,0,79.58,1522777299,1522729853
3415,10.98070158622997,-60.83628107194191,Scarborough,TT,11.18,-60.73,86,58,18.34,20,86,1522774800,1522749486
3431,-35.63099819294351,-70.67089066670795,Molina,CL,-35.11,-71.28,60.8,77,5.82,75,60.8,1522774800,1522753204
3460,14.329291164852293,-31.764022625048575,Porto Novo,CV,17.02,-25.06,75.2,50,25.28,75,75.2,1522774800,1522740777
3461,32.00302345287983,17.73043887441621,Surt,LY,31.21,16.59,62.21,84,14.34,0,62.21,1522777228,1522730360
3476,50.829984121601655,1.1123472698616013,Folkestone,GB,51.08,1.18,51.24,87,14.99,75,53.6,1522776600,1522733117
3478,-15.028428176939826,-39.259761500072116,Buerarema,BR,-14.96,-39.3,86,70,5.82,20,86,1522774800,1522744971
3483,32.17219372694083,55.039342774661776,Bafq,IR,31.6,55.4,69.86,18,6.06,76,69.86,1522777309,1522721040
3504,-5.05397098673302,44.98936587344997,Lamu,KE,-2.27,40.9,83.45,85,10.31,48,83.45,1522777309,1522725425
3521,54.73015639354955,42.952186812583165,Tengushevo,RU,54.77,42.72,33.14,96,2.82,92,33.14,1522777310,1522722895
3525,6.637754006885416,-3.4458037017170824,Abengourou,CI,6.73,-3.5,86.69,62,7.18,44,86.69,1522777301,1522735866
3540,26.07972869665977,77.09893625405934,Sabalgarh,IN,26.25,77.41,72.83,45,6.73,0,72.83,1522777301,1522715936
3546,27.298160799262376,-15.458265002484168,Aguimes,ES,27.91,-15.45,68,68,24.16,20,68,1522776600,1522738153
3551,13.046307192357716,23.948884417463162,Kutum,SD,14.2,24.66,68.87,14,8.52,0,68.87,1522777302,1522728925
3559,48.50080504357379,21.195769517976018,Gonc,HU,48.47,21.28,57.2,54,5.82,0,57.2,1522774800,1522728465
3570,50.15116018370023,56.16173136214914,Aqtobe,KZ,50.28,57.21,32,89,8.95,0,32,1522774800,1522719743
3601,-27.759631679335484,-73.10748911270848,Vallenar,CL,-28.58,-70.76,69.05,71,2.93,0,69.05,1522777302,1522752880
3608,-11.53751845526287,-47.78480471961436,Porto Nacional,BR,-10.7,-48.41,91.4,49,4.7,40,91.4,1522774800,1522747055
3609,59.998394214338106,-59.60252639879312,Maniitsoq,GL,65.42,-52.9,29.99,92,3.6,0,29.99,1522777303,1522744603
3610,50.39966212353073,58.25492524927688,Batamshinskiy,KZ,50.56,58.27,28.4,92,15.66,90,28.4,1522774800,1522719471
3624,33.75580556448952,-86.84668697113196,Gardendale,US,32.03,-102.33,83.59,8,18.34,0,84.2,1522775700,1522758847
3662,38.50855142276481,67.39244339366269,Boysun,UZ,38.2,67.2,35.57,100,1.92,0,35.57,1522777312,1522717963
3674,30.903547846270612,59.651510268315405,Zabol,IR,31.03,61.49,75.2,27,9.17,0,75.2,1522774800,1522719599
3675,24.466684516404285,-72.39347201710882,Cockburn Town,BS,24.03,-74.52,75.71,98,11.21,68,75.71,1522777304,1522752441
3681,71.25442144657777,26.007370206583616,Honningsvag,NO,70.98,25.97,32,100,24.16,90,32,1522774200,1522724593
3683,49.27112928276918,-66.42797438709613,Sainte-Anne-Des-Monts,CA,49.13,-66.49,28.28,99,13.22,76,28.28,1522777313,1522749459
3687,38.555798969739556,-8.872993743315405,Palmela,PT,38.57,-8.9,59.88,77,18.34,40,60.8,1522774800,1522736192
3698,36.60893704020529,21.21036250222548,Methoni,GR,36.82,21.7,55.4,66,6.73,0,55.4,1522776000,1522728927
3712,25.788202064203176,-74.7241350401522,Rock Sound,BS,24.9,-76.2,75.62,100,13.22,92,75.62,1522777305,1522752817
3714,-37.54266579269711,-62.659674731047154,Bahia Blanca,AR,-38.72,-62.27,79.94,46,13.89,8,79.94,1522777305,1522751163
3718,56.76347129002761,61.44662246408211,Beloyarskiy,RU,63.71,66.67,24.77,76,10.2,88,24.77,1522777305,1522716231
3726,31.156637711736806,50.759731640528145,Behbahan,IR,30.59,50.24,75.15,44,2.24,0,78.8,1522774800,1522722312
3728,32.023996357057825,86.40587221589087,Kathmandu,NP,27.71,85.32,62.6,82,3.36,75,62.6,1522774200,1522713994
3731,-12.920153943425248,-52.686222600775665,Sao Miguel Do Araguaia,BR,-13.28,-50.16,86.69,87,5.73,0,86.69,1522777306,1522747537
3735,35.577748443680605,31.31537227438332,Alanya,TR,36.55,32,57.44,100,3.6,0,57.44,1522777306,1522726468
3736,11.698655656457987,16.78552251644301,Ngama,TD,11.78,17.17,88.04,19,7.4,0,88.04,1522777306,1522730783
3738,42.23167346120374,-6.637762313644785,Ponferrada,ES,42.55,-6.59,41.06,96,7.85,92,41.06,1522777166,1522735460
3746,-41.99290555099259,41.08164298328819,Margate,ZA,-30.86,30.37,72.74,100,7.85,88,72.74,1522777315,1522728665
3759,13.25214531384205,-20.80097976686571,Vila Do Maio,CV,15.13,-23.22,75.2,60,21.92,75,75.2,1522774800,1522740386
3763,70.57620847056515,29.939330412824816,Batsfjord,NO,70.63,29.72,30.18,100,35.57,75,32,1522776000,1522723787
3786,-3.3201605796328693,41.00127345407347,Malindi,KE,-3.22,40.12,82.82,85,10.76,68,82.82,1522777307,1522725634
3792,-7.686262909208324,-39.63378645145129,Exu,BR,-7.52,-39.72,85.07,65,7.18,8,85.07,1522777316,1522744894
3800,68.87346758059809,-0.3809994162808721,Brae,GB,60.4,-1.35,36.39,100,14.99,20,37.4,1522776000,1522732926
3816,11.714505071082755,29.16971071019394,Abu Zabad,SD,12.35,29.25,76.34,26,6.17,0,76.34,1522777317,1522727871
3817,8.774451656419274,-2.233028852462226,Kintampo,GH,8.05,-1.73,80.93,71,8.52,36,80.93,1522777317,1522735410
3818,-20.292509939520897,-41.445223114799326,Ibatiba,BR,-20.23,-41.51,82.19,60,5.61,44,82.19,1522777309,1522745633
3824,9.68417824031988,-81.72565252021423,Bocas Del Toro,PA,9.33,-82.25,77.24,100,1.92,8,77.24,1522777309,1522754696
3825,51.03096357023202,10.80006049675562,Gotha,DE,50.95,10.69,62.6,42,8.05,0,62.6,1522776000,1522730847
3855,18.57005770185492,-55.96942452946168,Saint-Francois,GP,16.25,-61.27,86,58,12.75,90,86,1522774800,1522749484
3860,-5.951323512629415,11.167059504182035,Cabinda,AO,-5.56,12.19,82.55,99,5.17,76,82.55,1522777309,1522732391
3864,-5.183336857642644,-34.147125807453556,Natal,BR,-5.81,-35.21,87.8,62,14.99,40,87.8,1522774800,1522743772
3866,-10.390557072423263,-71.25344451754654,Iberia,PE,-11.41,-69.49,78.59,89,3.15,80,78.59,1522777318,1522752131
3872,-1.6521782760888755,36.64281287312525,Kajiado,KE,-1.85,36.79,66.2,77,10.29,75,66.2,1522774800,1522726402
3878,45.615378778739796,-0.9795621417171958,Royan,FR,45.62,-1.03,57.16,67,8.05,0,59,1522776600,1522733972
3879,35.23013905514861,-16.008877921664364,Camacha,PT,33.08,-16.33,67.23,55,13.87,20,68,1522774800,1522738188
3899,45.02073209426854,5.879968671955112,Echirolles,FR,45.14,5.73,58.01,48,11.41,0,60.8,1522776600,1522732377
3906,39.53541060461055,-74.45313809849398,Brigantine,US,39.41,-74.36,43.88,100,6.93,90,44.6,1522776360,1522751850
3909,-26.80174356491139,-47.26664716787926,Porto Belo,BR,-27.15,-48.54,78.8,74,17.22,40,78.8,1522774800,1522747504
3912,16.97401379159197,-19.466018366188052,Dakar,SN,14.69,-17.45,71.6,83,9.17,20,71.6,1522774800,1522739013
3920,12.778555661346047,85.09095397099276,Kattivakkam,IN,13.22,80.32,86,79,4.7,20,86,1522776600,1522715597
3926,-22.808313356087098,-52.66481560379045,Terra Rica,BR,-22.73,-52.62,82.64,82,6.85,0,82.64,1522777312,1522748364
3931,69.27460963178109,45.5570291718486,Mezen,RU,65.85,44.24,36.47,99,7.96,80,36.47,1522777312,1522721282
3940,20.3343655163101,-63.773768053190054,Road Town,VG,18.42,-64.62,83.82,55,6.93,40,87.8,1522774800,1522750228
3942,35.01955146862156,32.367716028031,Polis,CY,35.04,32.42,57.2,82,6.93,0,57.2,1522776600,1522726426
3943,3.2674020252935634,22.837345465787607,Bondo,CD,3.81,23.69,74.54,91,3.6,76,74.54,1522777313,1522729413
3953,36.81239189836376,-6.420145843557762,Sanlucar De Barrameda,ES,36.78,-6.35,63.43,59,14.99,20,64.4,1522776600,1522735654
